Kilometers_Driven,Mileage,Engine,Power,Seats,Age,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Price
71000,16.1,1197.0,85.0,5.0,16,False,False,False,True,False,True,True,False,False,False,3.3
29000,9.9,3498.0,271.72,4.0,16,False,True,False,False,True,False,True,False,False,False,32.0
27000,21.76,1995.0,190.0,5.0,10,False,True,False,False,True,False,True,False,False,False,35.0
19000,28.4,1248.0,73.75,5.0,9,False,True,False,False,True,False,True,False,False,False,8.9
58000,17.01,1591.0,121.3,5.0,15,False,False,False,True,False,True,False,False,True,False,4.0
42203,17.1,1956.0,170.0,5.0,8,False,True,False,False,False,True,True,False,False,False,19.46
94000,11.4,1991.0,142.0,5.0,17,False,True,False,False,True,False,True,False,False,False,5.25
52000,15.1,1196.0,73.0,5.0,13,True,False,False,False,False,True,False,False,True,False,2.6
4900,21.5,1497.0,108.5,5.0,8,False,True,False,False,False,True,True,False,False,False,9.22
70000,21.1,814.0,55.2,5.0,13,False,False,False,True,False,True,True,False,False,False,1.8
100000,13.5,1405.0,74.0,5.0,21,False,True,False,False,False,True,False,False,True,False,1.3
65266,14.69,2993.0,258.0,5.0,11,False,True,False,False,True,False,True,False,False,False,31.75
54569,20.77,1248.0,88.76,7.0,12,False,True,False,False,False,True,True,False,False,False,5.99
51361,18.0,1198.0,86.7,5.0,11,False,False,False,True,False,True,True,False,False,False,4.94
125000,16.6,1388.0,68.0,5.0,19,False,False,False,True,False,True,False,False,False,True,1.5
66000,13.5,1799.0,130.0,5.0,18,False,False,False,True,False,True,False,False,False,True,3.25
65047,17.3,1061.0,57.5,5.0,19,False,False,True,False,False,True,True,False,False,False,1.95
22281,20.77,1248.0,88.8,7.0,12,False,True,False,False,False,True,True,False,False,False,6.5
63210,24.0,1120.0,70.0,5.0,13,False,True,False,False,False,True,True,False,False,False,3.71
31000,20.14,1197.0,81.86,5.0,8,False,False,False,True,False,True,True,False,False,False,5.0
60000,19.81,1086.0,68.05,5.0,18,False,False,False,True,False,True,True,False,False,False,1.99
32006,18.0,1198.0,86.7,5.0,9,False,False,False,True,False,True,True,False,False,False,4.25
78000,12.4,2698.0,179.5,5.0,17,False,True,False,False,True,False,True,False,False,False,8.0
9489,20.36,1197.0,78.9,5.0,15,False,False,False,True,False,True,True,False,False,False,2.95
5000,25.17,799.0,53.3,5.0,8,False,False,False,True,False,True,True,False,False,False,3.5
60000,15.2,1968.0,140.8,5.0,14,False,True,False,False,True,False,False,False,True,False,16.0
50000,22.74,796.0,47.3,5.0,11,False,False,False,True,False,True,True,False,False,False,2.75
53000,17.8,1497.0,117.3,5.0,11,False,False,False,True,False,True,True,False,False,False,6.95
64000,11.74,1796.0,186.0,5.0,15,False,False,False,True,True,False,False,False,True,False,12.5
43827,13.22,2967.0,241.4,5.0,9,False,True,False,False,True,False,True,False,False,False,36.83
36431,16.2,1199.0,74.0,5.0,15,False,False,False,True,False,True,True,False,False,False,2.7
35000,21.38,1396.0,88.7,5.0,9,False,True,False,False,False,True,True,False,False,False,9.9
94832,17.0,1497.0,118.0,5.0,15,False,False,False,True,False,True,True,False,False,False,3.83
88381,17.0,1497.0,118.0,5.0,14,False,False,False,True,False,True,True,False,False,False,5.25
45194,22.7,1598.0,118.0,5.0,10,False,True,False,False,False,True,True,False,False,False,7.75
66000,16.51,1586.0,103.2,5.0,16,False,False,False,True,False,True,False,False,True,False,2.46
38578,23.4,1248.0,74.0,5.0,12,False,True,False,False,False,True,True,False,False,False,3.96
40000,20.77,1248.0,88.8,7.0,11,False,True,False,False,False,True,True,False,False,False,8.25
20632,18.6,1197.0,81.83,5.0,8,False,False,False,True,False,True,True,False,False,False,7.58
73042,24.0,1120.0,70.0,5.0,12,False,True,False,False,False,True,True,False,False,False,3.99
54257,17.4,1497.0,117.3,5.0,12,False,False,False,True,False,True,True,False,False,False,6.25
93000,20.5,1598.0,103.5,5.0,13,False,True,False,False,False,True,True,False,False,False,5.0
102000,11.0,2987.0,198.5,5.0,21,False,True,False,False,True,False,False,False,True,False,4.65
28881,13.01,2199.0,194.3,7.0,10,False,True,False,False,True,False,True,False,False,False,21.37
52195,19.7,796.0,46.3,5.0,19,False,False,False,True,False,True,True,False,False,False,1.75
20422,12.4,2499.0,134.0,5.0,8,False,True,False,False,False,True,True,False,False,False,16.09
38000,24.8,1396.0,88.7,5.0,14,False,True,False,False,False,True,True,False,False,False,4.1
92885,20.0,1399.0,68.0,5.0,11,False,True,False,False,False,True,True,False,False,False,3.56
43000,17.0,1497.0,118.0,5.0,16,False,False,False,True,False,True,False,False,True,False,4.21
70478,17.8,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,6.86
57000,23.9,1582.0,126.2,5.0,11,False,True,False,False,False,True,True,False,False,False,6.6
32434,13.0,1591.0,121.3,5.0,8,False,False,False,True,True,False,True,False,False,False,14.35
32000,22.7,1498.0,89.84,5.0,9,False,True,False,False,False,True,True,False,False,False,9.5
59000,11.2,2993.0,241.0,4.0,15,False,True,False,False,True,False,True,False,False,False,21.9
76467,18.12,1995.0,190.0,5.0,10,False,True,False,False,True,False,True,False,False,False,30.45
100000,25.83,1498.0,99.0,5.0,10,False,True,False,False,False,True,True,False,False,False,5.1
37086,17.0,1591.0,121.3,5.0,13,False,False,False,True,True,False,True,False,False,False,5.44
135000,13.8,1399.0,68.0,5.0,16,False,True,False,False,False,True,True,False,False,False,1.6
54862,17.68,1968.0,174.33,5.0,12,False,True,False,False,True,False,True,False,False,False,16.67
67758,10.8,2354.0,74.0,5.0,16,False,False,False,True,False,True,True,False,False,False,9.5
56200,15.0,1396.0,98.6,5.0,14,False,False,False,True,True,False,True,False,False,False,3.85
169006,14.24,2755.0,174.5,7.0,15,False,True,False,False,False,True,True,False,False,False,10.64
20229,25.17,799.0,53.3,5.0,10,False,False,False,True,False,True,True,False,False,False,3.5
62000,18.0,995.0,62.0,5.0,18,False,False,False,True,False,True,False,False,False,True,1.1
51500,16.2,1599.0,103.2,5.0,15,False,False,False,True,False,True,False,False,True,False,2.6
69000,18.88,1995.0,184.0,5.0,14,False,True,False,False,True,False,True,False,False,False,18.5
167000,0.0,1086.0,74.0,5.0,22,False,False,False,True,False,True,True,False,False,False,1.35
62476,26.59,1248.0,74.0,5.0,11,False,True,False,False,False,True,True,False,False,False,7.95
60500,25.4,1186.0,73.97,5.0,9,False,True,False,False,False,True,True,False,False,False,5.49
17978,19.0,1199.0,88.7,5.0,9,False,False,False,True,True,False,True,False,False,False,6.95
300000,17.0,1405.0,70.0,5.0,18,False,True,False,False,False,True,True,False,False,False,1.0
123000,17.8,1399.0,67.0,5.0,13,False,True,False,False,False,True,False,False,True,False,4.45
45296,25.1,1248.0,88.5,5.0,10,False,True,False,False,False,True,True,False,False,False,6.99
77325,15.6,1586.0,104.68,5.0,18,False,False,False,True,False,True,True,False,False,False,3.51
25858,21.4,1197.0,83.1,5.0,8,False,False,False,True,True,False,True,False,False,False,7.54
120000,23.2,1248.0,73.94,5.0,10,False,True,False,False,False,True,True,False,False,False,3.65
22000,19.5,1582.0,126.24,5.0,10,False,True,False,False,True,False,True,False,False,False,16.0
11000,16.2,995.0,62.1,5.0,14,False,False,False,True,False,True,True,False,False,False,1.4
3900,18.6,1197.0,81.83,5.0,9,False,False,False,True,False,True,True,False,False,False,6.45
106092,24.4,1120.0,71.0,5.0,10,False,True,False,False,False,True,True,False,False,False,4.4
27000,19.0,1199.0,88.7,5.0,11,False,False,False,True,True,False,True,False,False,False,5.95
11000,19.4,1198.0,86.8,5.0,13,False,False,False,True,False,True,True,False,False,False,3.9
39753,13.0,2143.0,201.1,5.0,10,False,True,False,False,True,False,True,False,False,False,35.28
39800,17.6,2179.0,153.86,7.0,9,False,True,False,False,False,True,True,False,False,False,14.25
73000,24.4,1120.0,71.0,5.0,9,False,True,False,False,False,True,True,False,False,False,4.5
55000,22.7,1498.0,89.84,5.0,11,False,True,False,False,False,True,True,False,False,False,7.5
18351,21.9,624.0,37.48,4.0,9,False,False,False,True,True,False,True,False,False,False,3.41
45000,19.4,1198.0,86.8,5.0,13,False,False,False,True,False,True,False,False,True,False,3.25
112200,24.52,1248.0,88.5,7.0,10,False,True,False,False,False,True,True,False,False,False,8.3
29000,20.36,1197.0,78.9,5.0,16,False,False,False,True,False,True,True,False,False,False,3.45
57309,17.0,1086.0,74.0,5.0,19,False,False,False,True,False,True,True,False,False,False,2.1
53392,16.0,2179.0,140.0,7.0,11,False,True,False,False,False,True,True,False,False,False,11.95
71000,20.54,1598.0,103.6,5.0,16,False,True,False,False,False,True,True,False,False,False,4.25
93000,14.0,2179.0,138.1,7.0,12,False,True,False,False,False,True,True,False,False,False,8.25
119000,10.2,2354.0,180.0,5.0,16,False,False,False,True,False,True,True,False,False,False,5.95
42225,15.1,1196.0,73.0,7.0,10,False,False,False,True,False,True,True,False,False,False,4.3
65000,22.9,1248.0,74.0,5.0,14,False,True,False,False,False,True,True,False,False,False,3.9
27809,21.4,1197.0,83.1,5.0,10,False,False,False,True,True,False,True,False,False,False,6.41
65100,15.1,2179.0,140.0,7.0,11,False,True,False,False,False,True,True,False,False,False,8.36
51000,19.1,1197.0,82.0,5.0,12,False,False,False,True,False,True,True,False,False,False,3.85
10000,19.27,2143.0,167.62,5.0,9,False,True,False,False,True,False,True,False,False,False,36.0
54895,13.14,1798.0,160.0,5.0,15,False,False,False,True,False,True,True,False,False,False,7.5
80768,20.14,1498.0,88.73,5.0,11,False,True,False,False,False,True,True,False,False,False,5.7
12076,20.89,1197.0,81.8,5.0,7,False,False,False,True,False,True,True,False,False,False,5.5
49000,25.2,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,5.9
42366,17.8,1497.0,117.3,5.0,11,False,False,False,True,False,True,True,False,False,False,7.75
68000,11.5,2993.0,235.0,5.0,16,False,True,False,False,True,False,True,False,False,False,18.0
122397,17.5,1896.0,106.0,5.0,18,False,True,False,False,False,True,True,False,False,False,4.4
50534,17.21,1197.0,103.5,5.0,9,False,False,False,True,True,False,True,False,False,False,8.27
55300,19.87,1461.0,83.8,5.0,12,False,True,False,False,False,True,True,False,False,False,4.75
73095,16.8,1497.0,118.0,5.0,18,False,False,False,True,True,False,True,False,False,False,3.8
51100,20.54,1598.0,103.6,5.0,15,False,True,False,False,False,True,True,False,False,False,3.4
13436,18.9,1197.0,82.0,5.0,10,False,False,False,True,False,True,False,False,True,False,4.7
76000,16.6,1388.0,68.0,5.0,18,False,False,False,True,False,True,False,False,True,False,1.49
63141,24.4,1120.0,71.0,5.0,10,False,True,False,False,False,True,False,False,True,False,4.5
74885,25.8,1498.0,98.6,5.0,12,False,True,False,False,False,True,True,False,False,False,5.4
14000,18.0,1497.0,117.3,5.0,10,False,False,False,True,True,False,True,False,False,False,11.5
56000,20.4,1461.0,108.5,5.0,14,False,True,False,False,False,True,False,False,True,False,3.5
46000,22.48,1995.0,190.0,5.0,16,False,True,False,False,True,False,True,False,False,False,16.5
51800,15.5,1586.0,103.3,5.0,14,False,False,False,True,False,True,True,False,False,False,3.9
81000,16.4,1497.0,78.0,5.0,19,False,False,False,True,True,False,True,False,False,False,3.25
17370,17.0,1198.0,73.75,5.0,8,False,False,False,True,False,True,True,False,False,False,5.84
18456,17.0,1198.0,73.75,5.0,10,False,False,False,True,False,True,True,False,False,False,5.75
59000,16.55,1968.0,140.0,5.0,16,False,True,False,False,True,False,True,False,False,False,10.0
141537,18.9,998.0,67.1,5.0,20,False,False,False,True,False,True,False,False,True,False,1.05
51000,19.08,1582.0,126.32,5.0,13,False,True,False,False,True,False,True,False,False,False,5.64
31000,21.76,1995.0,190.0,5.0,10,False,True,False,False,True,False,True,False,False,False,29.95
80000,24.2,1498.0,98.6,7.0,12,False,True,False,False,False,True,False,False,True,False,4.85
33000,17.01,1582.0,126.2,5.0,10,False,True,False,False,True,False,True,False,False,False,14.5
71556,17.0,1497.0,118.0,5.0,15,False,False,False,True,False,True,True,False,False,False,5.5
85000,17.8,1399.0,68.0,5.0,15,False,True,False,False,False,True,True,False,False,False,3.2
91000,26.59,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,4.5
73187,13.0,2143.0,204.0,5.0,11,False,True,False,False,True,False,True,False,False,False,30.72
232000,11.5,1991.0,147.9,7.0,17,False,True,False,False,False,True,True,False,False,False,3.5
127079,12.8,2494.0,102.0,7.0,19,False,True,False,False,False,True,True,False,False,False,6.99
58816,17.21,1493.0,100.0,7.0,12,False,True,False,False,False,True,True,False,False,False,3.45
63818,17.4,1497.0,117.3,5.0,11,False,False,False,True,False,True,True,False,False,False,6.57
40000,17.11,1968.0,174.33,5.0,12,False,True,False,False,True,False,True,False,False,False,17.5
77445,22.07,1199.0,73.9,5.0,13,False,True,False,False,False,True,True,False,False,False,3.75
14000,14.8,1497.0,121.36,5.0,9,False,False,False,True,True,False,True,False,False,False,9.99
85122,12.99,2494.0,100.0,7.0,14,False,True,False,False,False,True,True,False,False,False,8.2
123000,13.0,1493.0,100.0,5.0,21,False,False,False,True,False,True,False,False,False,True,1.1
61000,22.1,1586.0,85.7,5.0,11,True,False,False,False,False,True,True,False,False,False,3.89
63714,24.7,796.0,47.3,5.0,11,False,False,False,True,False,True,True,False,False,False,2.45
53000,8.7,2987.0,224.34,5.0,17,False,True,False,False,True,False,True,False,False,False,13.75
60000,26.59,1248.0,74.0,5.0,9,False,True,False,False,False,True,True,False,False,False,3.0
33000,24.3,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,9.25
31000,13.2,2400.0,215.0,5.0,13,False,True,False,False,True,False,True,False,False,False,17.65
79000,12.55,2982.0,168.5,7.0,12,False,True,False,False,True,False,True,False,False,False,18.25
67914,23.0,1396.0,90.0,5.0,13,False,True,False,False,False,True,True,False,False,False,3.45
58970,17.11,1968.0,174.33,5.0,11,False,True,False,False,True,False,True,False,False,False,23.75
60000,19.64,1461.0,108.5,5.0,13,False,True,False,False,False,True,False,False,True,False,5.45
35225,23.1,998.0,67.04,5.0,9,False,False,False,True,True,False,True,False,False,False,5.25
69496,15.9,1298.0,74.0,5.0,21,False,False,False,True,False,True,True,False,False,False,1.1
62282,16.95,1197.0,78.9,5.0,14,False,False,False,True,True,False,True,False,False,False,2.9
80000,22.69,1995.0,190.0,5.0,16,False,True,False,False,True,False,True,False,False,False,14.2
43698,18.9,1197.0,82.0,5.0,8,False,False,False,True,False,True,True,False,False,False,5.8
28052,18.9,1197.0,82.0,5.0,9,False,False,False,True,True,False,True,False,False,False,7.22
29091,18.9,1197.0,81.86,5.0,10,False,False,False,True,False,True,True,False,False,False,4.87
63000,16.47,1198.0,74.0,5.0,13,False,False,False,True,False,True,True,False,False,False,3.3
91000,17.7,1497.0,78.0,5.0,19,False,False,False,True,False,True,False,False,True,False,3.0
30000,17.9,2143.0,136.0,5.0,12,False,True,False,False,True,False,True,False,False,False,26.0
24571,14.0,796.0,35.0,5.0,9,False,False,False,True,False,True,True,False,False,False,2.9
45000,15.74,1591.0,121.3,5.0,12,False,False,False,True,True,False,True,False,False,False,7.5
24617,22.74,796.0,47.3,5.0,11,False,False,False,True,False,True,True,False,False,False,2.36
26927,24.3,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,11.39
87736,15.1,2179.0,140.0,7.0,13,False,True,False,False,False,True,True,False,False,False,7.02
35299,24.3,1248.0,88.5,5.0,10,False,True,False,False,False,True,True,False,False,False,8.0
51612,18.6,1197.0,81.83,5.0,9,False,False,False,True,False,True,True,False,False,False,7.11
55300,10.0,1796.0,157.7,5.0,28,False,True,False,False,True,False,True,False,False,False,3.9
65090,19.7,796.0,46.3,5.0,17,False,False,False,True,False,True,True,False,False,False,2.15
40000,18.0,1198.0,86.7,5.0,13,False,False,False,True,False,True,True,False,False,False,3.25
71904,24.0,1120.0,70.0,5.0,13,False,True,False,False,False,True,True,False,False,False,4.61
87000,13.5,1799.0,130.0,5.0,18,False,False,False,True,False,True,True,False,False,False,2.35
33000,24.0,1120.0,70.0,5.0,12,False,True,False,False,False,True,False,False,True,False,4.05
22100,16.1,796.0,37.0,4.0,17,False,False,False,True,False,True,False,False,True,False,0.8
59589,23.59,1364.0,67.1,5.0,12,False,True,False,False,False,True,True,False,False,False,5.6
44000,22.54,1396.0,88.73,5.0,11,False,True,False,False,False,True,True,False,False,False,5.35
12000,24.07,998.0,67.1,5.0,9,False,False,False,True,False,True,True,False,False,False,3.25
66000,17.05,1995.0,184.0,5.0,14,False,True,False,False,True,False,False,False,True,False,11.5
38009,23.1,998.0,67.04,5.0,10,False,False,False,True,True,False,True,False,False,False,4.25
35000,13.7,1798.0,157.75,5.0,17,False,False,False,True,True,False,False,False,True,False,4.45
70000,14.0,2498.0,112.0,7.0,17,False,True,False,False,False,True,True,False,False,False,2.85
86000,15.1,2179.0,140.0,7.0,12,False,True,False,False,False,True,True,False,False,False,7.85
32000,19.1,1197.0,85.8,5.0,10,False,False,False,True,False,True,True,False,False,False,5.3
15000,18.88,999.0,123.24,5.0,9,False,False,False,True,False,True,True,False,False,False,8.0
69918,21.43,1364.0,87.2,5.0,12,False,True,False,False,False,True,True,False,False,False,9.43
39000,18.5,1197.0,80.0,5.0,14,False,False,False,True,False,True,True,False,False,False,2.75
1011,20.37,1461.0,108.45,5.0,8,False,True,False,False,False,True,True,False,False,False,13.5
85000,11.0,2987.0,198.5,5.0,17,False,True,False,False,True,False,True,False,False,False,9.99
46663,21.1,998.0,100.0,5.0,9,False,False,False,True,False,True,True,False,False,False,6.95
27000,17.97,1498.0,99.6,5.0,11,False,False,False,True,True,False,True,False,False,False,6.75
15000,18.9,1197.0,82.0,5.0,11,False,False,False,True,True,False,True,False,False,False,5.5
10575,21.56,1462.0,103.25,5.0,8,False,False,False,True,False,True,True,False,False,False,9.18
12500,19.1,1197.0,82.0,5.0,12,False,False,False,True,False,True,True,False,False,False,4.15
52000,22.32,1582.0,126.32,5.0,14,False,True,False,False,False,True,True,False,False,False,6.5
49818,21.5,1197.0,81.8,5.0,11,False,False,False,True,False,True,True,False,False,False,4.11
90000,16.8,1493.0,110.0,5.0,18,False,True,False,False,False,True,False,False,True,False,2.25
52207,17.71,1197.0,78.9,5.0,11,False,False,False,True,False,True,True,False,False,False,4.56
167362,11.68,2498.0,112.0,7.0,13,False,True,False,False,False,True,True,False,False,False,4.0
49894,23.59,1364.0,67.06,5.0,11,False,True,False,False,False,True,True,False,False,False,5.27
13024,18.06,2523.0,63.0,7.0,7,False,True,False,False,False,True,True,False,False,False,9.11
128000,14.42,1995.0,147.6,5.0,16,False,True,False,False,False,True,False,False,True,False,6.2
26023,11.36,2755.0,171.5,7.0,9,False,True,False,False,True,False,True,False,False,False,19.97
42784,21.38,1396.0,88.7,5.0,10,False,True,False,False,False,True,True,False,False,False,10.17
115000,28.4,1248.0,74.0,5.0,12,False,True,False,False,False,True,True,False,False,False,4.5
30529,23.9,1582.0,126.2,5.0,7,False,True,False,False,False,True,True,False,False,False,14.28
14814,19.7,796.0,46.3,5.0,14,False,False,False,True,False,True,False,False,True,False,2.47
58000,23.65,1248.0,88.5,5.0,10,False,True,False,False,False,True,True,False,False,False,7.9
68128,21.1,814.0,55.2,5.0,15,False,False,False,True,False,True,True,False,False,False,2.3
63220,13.24,1598.0,102.5,5.0,13,False,False,False,True,False,True,True,False,False,False,6.5
30000,21.1,814.0,55.2,5.0,10,False,False,False,True,False,True,True,False,False,False,3.25
27768,20.65,1248.0,88.7,5.0,9,False,True,False,False,False,True,True,False,False,False,5.85
53000,14.21,2143.0,203.0,5.0,12,False,True,False,False,True,False,False,False,True,False,29.0
87652,14.16,1968.0,174.3,5.0,12,False,True,False,False,True,False,False,False,True,False,25.71
94873,15.3,1596.0,101.0,5.0,18,False,False,False,True,False,True,False,False,True,False,1.85
56000,18.88,1995.0,184.0,5.0,11,False,True,False,False,True,False,True,False,False,False,22.75
18678,21.1,998.0,100.0,5.0,8,False,False,False,True,False,True,True,False,False,False,8.32
30000,14.21,2143.0,203.0,5.0,12,False,True,False,False,True,False,True,False,False,False,26.0
129000,12.8,2953.0,74.0,5.0,14,False,True,False,False,True,False,True,False,False,False,7.0
59000,20.36,1197.0,78.9,5.0,13,False,False,False,True,False,True,True,False,False,False,3.45
13000,18.9,1197.0,82.0,5.0,9,False,False,False,True,False,True,True,False,False,False,5.15
74325,19.4,1198.0,86.8,5.0,12,False,False,False,True,False,True,True,False,False,False,3.51
45000,21.9,1396.0,88.76,5.0,11,False,True,False,False,False,True,True,False,False,False,3.45
57000,16.47,1198.0,73.9,5.0,13,False,False,False,True,False,True,True,False,False,False,3.75
125943,13.0,1493.0,100.0,5.0,25,False,False,False,True,False,True,False,False,True,False,1.45
80000,18.7,1896.0,66.0,5.0,18,False,True,False,False,False,True,True,False,False,False,2.2
154000,13.1,2499.0,141.0,7.0,16,False,True,False,False,False,True,True,False,False,False,7.99
62000,18.3,1991.0,147.9,5.0,13,False,True,False,False,False,True,False,False,True,False,6.75
45000,24.2,1498.0,98.6,7.0,12,False,True,False,False,False,True,True,False,False,False,5.0
105000,20.77,1248.0,88.76,7.0,14,False,True,False,False,False,True,False,False,True,False,5.9
26000,18.9,1197.0,82.0,5.0,13,False,False,False,True,False,True,True,False,False,False,3.75
30900,14.74,2993.0,270.9,5.0,12,False,True,False,False,True,False,True,False,False,False,29.5
48000,18.0,1198.0,86.7,5.0,12,False,False,False,True,False,True,True,False,False,False,4.75
112719,12.4,2698.0,179.5,5.0,15,False,True,False,False,True,False,True,False,False,False,11.5
5000,18.6,1197.0,81.83,5.0,9,False,False,False,True,False,True,True,False,False,False,6.95
16000,17.0,1198.0,73.75,5.0,10,False,False,False,True,False,True,True,False,False,False,5.4
63000,13.4,1997.0,135.1,5.0,15,False,False,False,True,True,False,True,False,False,False,4.75
28300,24.07,998.0,67.1,5.0,15,False,False,False,True,False,True,True,False,False,False,2.15
49000,19.7,796.0,46.3,5.0,21,False,False,False,True,False,True,True,False,False,False,0.9
12501,20.51,998.0,67.04,5.0,10,False,False,False,True,False,True,True,False,False,False,3.5
56628,20.4,1248.0,92.0,5.0,10,False,True,False,False,False,True,True,False,False,False,5.85
105000,19.3,1248.0,73.9,5.0,16,False,True,False,False,False,True,True,False,False,False,3.15
52126,21.64,1461.0,84.8,5.0,10,False,True,False,False,False,True,True,False,False,False,6.0
38000,18.5,1197.0,80.0,5.0,16,False,False,False,True,False,True,True,False,False,False,2.23
50000,19.1,1197.0,82.0,5.0,10,False,False,False,True,False,True,True,False,False,False,2.5
50230,18.9,998.0,67.1,5.0,11,False,False,False,True,False,True,True,False,False,False,3.87
31000,15.1,2179.0,140.0,7.0,12,False,True,False,False,False,True,True,False,False,False,9.5
79000,12.55,2982.0,168.5,7.0,12,False,True,False,False,True,False,True,False,False,False,17.75
130000,19.64,1461.0,108.45,5.0,14,False,True,False,False,False,True,True,False,False,False,3.75
115000,17.92,1086.0,62.1,5.0,16,False,False,False,True,False,True,False,False,True,False,1.5
41500,17.01,1591.0,121.3,5.0,13,False,False,False,True,False,True,False,False,True,False,5.0
54385,15.06,1995.0,177.0,5.0,12,False,True,False,False,True,False,False,False,True,False,17.0
56361,12.9,1799.0,130.0,5.0,15,False,False,False,True,True,False,True,False,False,False,4.38
8000,20.51,998.0,67.04,5.0,9,False,False,False,True,False,True,True,False,False,False,3.0
28741,24.3,1248.0,88.5,5.0,8,False,True,False,False,False,True,True,False,False,False,11.0
117236,11.8,2720.0,190.0,7.0,14,False,True,False,False,True,False,False,False,True,False,14.0
30500,26.59,1248.0,74.0,5.0,10,False,True,False,False,True,False,True,False,False,False,7.65
5000,17.0,1591.0,121.3,5.0,8,False,False,False,True,False,True,True,False,False,False,8.7
42000,25.47,1248.0,88.5,7.0,10,False,True,False,False,False,True,True,False,False,False,9.9
32773,13.2,1495.0,94.0,5.0,16,False,False,False,True,False,True,True,False,False,False,2.05
19008,17.0,1197.0,80.0,5.0,10,False,False,False,True,False,True,True,False,False,False,5.25
32542,17.0,1591.0,121.3,5.0,14,False,False,False,True,False,True,True,False,False,False,5.77
94753,19.7,796.0,46.3,5.0,16,False,False,False,True,False,True,True,False,False,False,1.95
70000,12.05,2179.0,120.0,8.0,15,False,True,False,False,False,True,False,False,True,False,7.45
68347,18.9,998.0,67.1,5.0,14,False,False,False,True,False,True,True,False,False,False,2.6
72000,17.0,1197.0,80.0,5.0,15,False,False,False,True,False,True,False,False,True,False,3.25
75014,21.1,1248.0,73.9,5.0,16,False,True,False,False,False,True,True,False,False,False,3.85
65000,13.73,1995.0,148.0,5.0,13,False,True,False,False,True,False,False,False,True,False,7.5
55598,22.69,1995.0,190.0,5.0,14,False,True,False,False,True,False,True,False,False,False,11.5
50000,19.4,1198.0,86.8,5.0,13,False,False,False,True,False,True,True,False,False,False,3.25
44200,11.7,1997.0,134.0,5.0,23,False,False,False,True,False,True,False,False,True,False,1.5
65000,19.3,1248.0,73.9,5.0,12,False,True,False,False,False,True,True,False,False,False,5.31
49000,16.0,2179.0,140.0,7.0,13,False,True,False,False,False,True,True,False,False,False,9.0
7200,19.81,1086.0,68.05,5.0,10,False,False,False,True,False,True,True,False,False,False,3.59
43152,20.73,1373.0,91.1,5.0,10,False,False,False,True,False,True,True,False,False,False,7.35
112000,12.8,2494.0,102.0,8.0,13,False,True,False,False,False,True,True,False,False,False,12.0
23540,18.9,1197.0,82.0,5.0,9,False,False,False,True,False,True,True,False,False,False,6.02
82160,16.52,1991.0,123.7,5.0,18,False,True,False,False,False,True,True,False,False,False,2.57
57000,12.83,2696.0,162.0,7.0,13,False,True,False,False,False,True,True,False,False,False,12.45
39335,15.1,2179.0,140.0,7.0,11,False,True,False,False,False,True,True,False,False,False,12.63
62000,17.4,1497.0,117.3,5.0,12,False,False,False,True,False,True,False,False,True,False,7.75
60000,22.7,1498.0,89.84,5.0,12,False,True,False,False,False,True,True,False,False,False,5.5
35000,18.6,1197.0,81.83,5.0,11,False,False,False,True,False,True,True,False,False,False,4.43
32345,17.9,2143.0,136.0,5.0,10,False,True,False,False,True,False,True,False,False,False,24.51
47000,22.0,814.0,55.0,5.0,12,False,False,False,True,False,True,True,False,False,False,2.65
65537,33.44,796.0,40.3,4.0,14,True,False,False,False,False,True,False,False,True,False,2.1
36000,17.6,1496.0,88.7,5.0,15,False,False,False,True,False,True,True,False,False,False,3.2
75000,23.4,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,4.25
38000,19.7,796.0,46.3,5.0,18,False,False,False,True,False,True,True,False,False,False,1.1
57818,23.1,998.0,67.04,5.0,11,False,False,False,True,False,True,True,False,False,False,4.3
45000,22.7,1498.0,89.84,5.0,11,False,True,False,False,False,True,True,False,False,False,8.9
75055,19.01,1461.0,108.5,5.0,11,False,True,False,False,False,True,True,False,False,False,6.5
65462,11.1,2354.0,142.0,5.0,17,False,False,False,True,True,False,False,False,False,True,3.5
76206,17.8,1248.0,75.0,5.0,18,False,True,False,False,False,True,True,False,False,False,4.25
25948,16.0,2179.0,140.0,7.0,8,False,True,False,False,True,False,True,False,False,False,16.46
28500,18.7,1199.0,88.7,5.0,10,False,False,False,True,False,True,True,False,False,False,5.95
28004,17.8,1497.0,117.3,5.0,11,False,False,False,True,False,True,True,False,False,False,7.1
25000,15.7,1172.0,67.0,5.0,15,False,False,False,True,False,True,False,False,True,False,1.25
40000,19.5,1061.0,74.0,5.0,16,False,False,False,True,False,True,False,False,True,False,2.5
82543,16.02,1373.0,93.7,7.0,13,False,False,False,True,False,True,True,False,False,False,5.5
